evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
11 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 11.0000000000 264.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 330.0000000000 76.9000000000 66.7000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 30.0000000000 200.0000000000 28.0000000000 24.0000000000 40.0000000000 0.0000000000
12 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 12.0000000000 288.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 360.0000000000 55.6000000000 166.7000000000 83.3000000000 0.0000000000 0.0000000000 12.0000000000 45.0000000000 550.0000000000 28.0000000000 20.0000000000 26.6700000000 0.0000000000
13 730.0212633737 219.2124582084 730.0212633737 13.0000000000 312.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.0000000000 0.0000000000 320.0000000000 90.9000000000 38.5000000000 200.0000000000 0.0000000000 1.0000000000 28.0000000000 50.0000000000 400.0000000000 16.0000000000 21.8200000000 30.0000000000 0.0000000000
14 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 14.0000000000 336.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 340.0000000000 45.5000000000 142.9000000000 71.4000000000 1.0000000000 0.0000000000 24.0000000000 35.0000000000 200.0000000000 12.0000000000 26.6700000000 26.6700000000 1.0000000000
15 216.6013410666 143.8979591032 216.6013410666 15.0000000000 360.0000000000 0.0000000000 0.0793796480 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0666666667 0.0000000000 220.0000000000 125.0000000000 34.5000000000 125.0000000000 1.0000000000 0.0000000000 12.0000000000 60.0000000000 450.0000000000 16.0000000000 60.0000000000 30.0000000000 1.0000000000
16 16794.8704764021 181.9875501328 16794.8704764021 16.0000000000 384.0000000000 0.0000000000 1.1650745412 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1111111111 0.0000000000 0.0000000000 0.0000000000 0.2533333333 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3513050414 0.1200000000 0.6800000000 0.8382035687 150.0000000000 76.9000000000 83.3000000000 166.7000000000 0.0000000000 1.0000000000 24.0000000000 40.0000000000 300.0000000000 28.0000000000 48.0000000000 34.2900000000 1.0000000000
17 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 17.0000000000 408.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 200.0000000000 50.0000000000 47.6000000000 76.9000000000 1.0000000000 0.0000000000 16.0000000000 20.0000000000 350.0000000000 12.0000000000 60.0000000000 34.2900000000 0.0000000000
18 10864.6958262237 268.9475537321 10864.6958262237 18.0000000000 432.0000000000 0.0000000000 1.2560682167 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0749372147 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5120000000 0.0000000000 0.0000000000 0.1103640451 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0666666667 0.0000000000 0.4111951277 260.0000000000 142.9000000000 37.0000000000 125.0000000000 1.0000000000 0.0000000000 28.0000000000 35.0000000000 350.0000000000 20.0000000000 40.0000000000 120.0000000000 1.0000000000
19 1592.6668762410 209.6169036869 1592.6668762410 19.0000000000 456.0000000000 0.0000000000 0.6325883618 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3333333333 0.0000000000 0.0000000000 230.0000000000 34.5000000000 62.5000000000 47.6000000000 1.0000000000 1.0000000000 14.0000000000 55.0000000000 600.0000000000 20.0000000000 30.0000000000 60.0000000000 1.0000000000
20 970.1428339990 193.5034092051 970.1428339990 20.0000000000 480.0000000000 0.0000000000 0.6555214762 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0560000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 200.0000000000 45.5000000000 52.6000000000 66.7000000000 0.0000000000 0.0000000000 24.0000000000 80.0000000000 500.0000000000 32.0000000000 120.0000000000 80.0000000000 0.0000000000
21 1818.1572436354 185.2524387569 1818.1572436354 21.0000000000 504.0000000000 0.0000000000 0.9038983210 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.0371304443 240.0000000000 71.4000000000 200.0000000000 43.5000000000 0.0000000000 1.0000000000 20.0000000000 35.0000000000 400.0000000000 12.0000000000 20.0000000000 40.0000000000 1.0000000000
22 3295.6536531879 194.3712621852 3295.6536531879 22.0000000000 528.0000000000 0.0000000000 1.4466207001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0024132086 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.0000000000 170.0000000000 50.0000000000 52.6000000000 40.0000000000 1.0000000000 1.0000000000 16.0000000000 45.0000000000 550.0000000000 12.0000000000 34.2900000000 21.8200000000 1.0000000000
23 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 23.0000000000 552.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 220.0000000000 200.0000000000 83.3000000000 41.7000000000 0.0000000000 0.0000000000 14.0000000000 70.0000000000 600.0000000000 16.0000000000 20.0000000000 26.6700000000 1.0000000000
24 324.2971288344 230.8282907269 324.2971288344 24.0000000000 576.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.0000000000 0.0000000000 330.0000000000 83.3000000000 33.3000000000 111.1000000000 1.0000000000 1.0000000000 14.0000000000 90.0000000000 550.0000000000 12.0000000000 21.8200000000 24.0000000000 1.0000000000
25 1866.1756787280 137.5552673420 1866.1756787280 25.0000000000 600.0000000000 0.0000000000 1.1066977870 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2783207927 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 240.0000000000 71.4000000000 35.7000000000 37.0000000000 0.0000000000 1.0000000000 16.0000000000 25.0000000000 500.0000000000 10.0000000000 24.0000000000 20.0000000000 0.0000000000
26 1079.6800471972 268.7914490311 1079.6800471972 26.0000000000 624.0000000000 0.0000000000 0.1709529334 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3920000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0266666667 0.0000000000 0.0000000000 280.0000000000 111.1000000000 90.9000000000 34.5000000000 0.0000000000 1.0000000000 24.0000000000 55.0000000000 550.0000000000 14.0000000000 26.6700000000 80.0000000000 1.0000000000
27 1295.9060308739 201.4767986890 1295.9060308739 27.0000000000 648.0000000000 0.0000000000 0.0863949233 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1733333333 0.6000000000 0.0000000000 350.0000000000 125.0000000000 45.5000000000 41.7000000000 1.0000000000 1.0000000000 14.0000000000 35.0000000000 500.0000000000 16.0000000000 26.6700000000 20.0000000000 1.0000000000
28 12731.1239750229 225.5250568074 12731.1239750229 28.0000000000 672.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.7567743406 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6000000000 0.0666666667 1.4126654312 330.0000000000 58.8000000000 37.0000000000 100.0000000000 1.0000000000 1.0000000000 14.0000000000 80.0000000000 250.0000000000 16.0000000000 20.0000000000 30.0000000000 1.0000000000
29 433.6723612283 173.7056723666 433.6723612283 29.0000000000 696.0000000000 0.0000000000 0.3565919886 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 250.0000000000 40.0000000000 43.5000000000 34.5000000000 0.0000000000 1.0000000000 14.0000000000 50.0000000000 450.0000000000 10.0000000000 26.6700000000 24.0000000000 1.0000000000
30 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 30.0000000000 720.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 190.0000000000 38.5000000000 90.9000000000 62.5000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 500.0000000000 14.0000000000 34.2900000000 24.0000000000 0.0000000000
31 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 31.0000000000 744.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 270.0000000000 90.9000000000 66.7000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 600.0000000000 10.0000000000 40.0000000000 21.8200000000 0.0000000000
32 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 32.0000000000 768.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 52.6000000000 33.3000000000 45.5000000000 0.0000000000 1.0000000000 24.0000000000 90.0000000000 550.0000000000 10.0000000000 80.0000000000 21.8200000000 1.0000000000
33 373.1936459619 167.2783761338 373.1936459619 33.0000000000 792.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3066666667 0.0000000000 0.0000000000 380.0000000000 83.3000000000 41.7000000000 47.6000000000 0.0000000000 1.0000000000 14.0000000000 35.0000000000 550.0000000000 14.0000000000 21.8200000000 20.0000000000 0.0000000000
34 220.6153535228 220.6153535228 220.6153535228 34.0000000000 816.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 360.0000000000 35.7000000000 142.9000000000 35.7000000000 1.0000000000 1.0000000000 12.0000000000 80.0000000000 500.0000000000 10.0000000000 21.8200000000 26.6700000000 1.0000000000
35 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 35.0000000000 840.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 240.0000000000 52.6000000000 33.3000000000 33.3000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 550.0000000000 14.0000000000 34.2900000000 26.6700000000 0.0000000000
36 478.2665110918 214.3756899409 478.2665110918 36.0000000000 864.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3066666667 0.0000000000 360.0000000000 62.5000000000 34.5000000000 34.5000000000 0.0000000000 1.0000000000 14.0000000000 60.0000000000 500.0000000000 14.0000000000 34.2900000000 21.8200000000 1.0000000000
37 217.8661745278 117.6884383879 217.8661745278 37.0000000000 888.0000000000 0.0000000000 0.0278689085 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.0000000000 180.0000000000 71.4000000000 125.0000000000 35.7000000000 0.0000000000 0.0000000000 12.0000000000 70.0000000000 500.0000000000 12.0000000000 20.0000000000 26.6700000000 1.0000000000
38 689.6019376091 274.1458954595 689.6019376091 38.0000000000 912.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0400000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.2000000000 0.0000000000 320.0000000000 62.5000000000 62.5000000000 38.5000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 550.0000000000 12.0000000000 21.8200000000 20.0000000000 1.0000000000
39 590.4391974085 80.7458252605 590.4391974085 39.0000000000 936.0000000000 0.0000000000 0.9409679664 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 180.0000000000 90.9000000000 250.0000000000 45.5000000000 0.0000000000 1.0000000000 10.0000000000 20.0000000000 550.0000000000 10.0000000000 24.0000000000 20.0000000000 1.0000000000
40 1449.6747714400 155.0167573938 1449.6747714400 40.0000000000 960.0000000000 0.0000000000 0.9068355810 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 320.0000000000 52.6000000000 47.6000000000 43.5000000000 0.0000000000 1.0000000000 16.0000000000 16.0000000000 550.0000000000 12.0000000000 24.0000000000 20.0000000000 1.0000000000
41 403.4136915959 181.1192927878 403.4136915959 41.0000000000 984.0000000000 0.0000000000 0.2792896190 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0266666667 0.0000000000 290.0000000000 47.6000000000 62.5000000000 55.6000000000 0.0000000000 1.0000000000 16.0000000000 40.0000000000 550.0000000000 14.0000000000 48.0000000000 26.6700000000 1.0000000000
42 8214.4586489010 219.3093591690 8214.4586489010 42.0000000000 1008.0000000000 0.0000000000 0.2669587694 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1448631143 0.8666666667 1.0000000000 0.0673675644 220.0000000000 100.0000000000 47.6000000000 34.5000000000 1.0000000000 1.0000000000 14.0000000000 70.0000000000 350.0000000000 20.0000000000 21.8200000000 20.0000000000 1.0000000000
